id,label,value,source,leaning
475,obamablog.com,0,CampaignLine,liberal
476,obrien4.net/probitus,0,eTalkingHead,liberal
477,obsidianwings.blogs.com,0,BlogPulse,liberal
478,ocd-gx-liberal.blogspot.com,0,Blogarama,liberal
479,oddhours.blogspot.com,0,"Blogarama,eTalkingHead",liberal
480,offthekuff.com/mt,0,LeftyDirectory,liberal
481,oipp.blogspot.com,0,Blogarama,liberal
482,oliphantparts.org/blog,0,BlogCatalog,liberal
483,oliverwillis.com,0,"LeftyDirectory,eTalkingHead,CampaignLine",liberal
484,one38.org,0,eTalkingHead,liberal
485,onetrueblog.com,0,Blogarama,liberal
486,onhappiness.crimsonblog.com,0,Blogarama,liberal
487,openeyesmemo.com,0,"Blogarama,BlogCatalog",liberal
488,orient-lodge.com,0,BlogCatalog,liberal
489,ospolitics.org,0,LabeledManually,liberal
490,oxblog.blogspot.com,0,BlogPulse,liberal
491,pacdaily.com,0,Blogarama,liberal
492,pacificviews.org,0,CampaignLine,liberal
493,pandagon.net,0,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine",liberal
494,parabasis.typepad.com,0,"LeftyDirectory,eTalkingHead",liberal
495,patriotboy.blogspot.com,0,LeftyDirectory,liberal
496,pattymurray.com/blog.php,0,CampaignLine,liberal
497,paulchasman.com,0,"Blogarama,LeftyDirectory",liberal
498,peacegarden.blogspot.com,0,"Blogarama,LeftyDirectory,BlogCatalog",liberal
499,penheaded.blogspot.com,0,Blogarama,liberal
500,pennywit.com/drupal,0,eTalkingHead,liberal
501,permanentred.com,0,Blogarama,liberal
502,peskytherat.com/pesky,0,Blogarama,liberal
503,phillybri.blogspot.com,0,BlogCatalog,liberal
504,philoponia.blogspot.com,0,Blogarama,liberal
505,philosophers-stone.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
506,philvbblog.blogspot.com,0,"Blogarama,BlogCatalog",liberal
507,phoblographer.com,0,Blogarama,liberal
508,pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,0,Blogarama,liberal
509,planetdave.com/blogs.php3?mid=1,0,BlogCatalog,liberal
510,politicalinsanity.com,0,BlogCatalog,liberal
511,politicalmonitor.us/blog,0,Blogarama,liberal
512,politicalstrategy.org,0,CampaignLine,liberal
513,politicalthought.net,0,"Blogarama,BlogCatalog",liberal
514,politicalwire.com,0,BlogPulse,liberal
515,politics.feedster.com,0,CampaignLine,liberal
516,politicswithrichard.blogspot.com,0,Blogarama,liberal
517,polizeros.com,0,Blogarama,liberal
518,pollsterseek.blogspot.com,0,Blogarama,liberal
519,polstate.com,0,LabeledManually,liberal
520,popstalin.com/news,0,Blogarama,liberal
521,portapulpit.com,0,Blogarama,liberal
522,posptect.org/weblog,0,LabeledManually,liberal
523,praguewriter.typepad.com,0,eTalkingHead,liberal
524,presidentboxer.blogspot.com,0,CampaignLine,liberal
525,prestoncaldwellblog.blogspot.com,0,"LeftyDirectory,eTalkingHead",liberal
526,probitus.obrien4.net,0,"Blogarama,BlogCatalog",liberal
527,profgoose.blogspot.com,0,Blogarama,liberal
528,progressivecyclone.blogspot.com,0,BlogCatalog,liberal
529,progressivedialogue.com,0,Blogarama,liberal
530,progressiveink.com,0,BlogCatalog,liberal
531,progressiveink.com/bloggers.php,0,Blogarama,liberal
532,progressivesociety.com/blog,0,"Blogarama,BlogCatalog",liberal
533,progressivetrail.org/blog.shtml,0,Blogarama,liberal
534,proponentofreason.blogspot.com,0,BlogCatalog,liberal
535,prospect.org/weblog,0,"BlogPulse,LeftyDirectory",liberal
536,pudentilla.blogspot.com,0,Blogarama,liberal
537,punditician.blogspot.com,0,Blogarama,liberal
538,purplestates.blogspot.com,0,Blogarama,liberal
539,qando.net,0,LabeledManually,liberal
540,question-dean.blogspot.com,0,Blogarama,liberal
541,radgeek.com,0,Blogarama,liberal
542,radikal_papi.pitas.com,0,eTalkingHead,liberal
543,radio.weblogs.com/0131587/categories/flush,0,Blogarama,liberal
544,raedinthemiddle.blogspot.com,0,"LeftyDirectory,eTalkingHead",liberal
545,randz.net,0,Blogarama,liberal
546,rantingred.blogspot.com,0,Blogarama,liberal
547,reachm.com/amstreet,0,Blogarama,liberal
548,readingpost.com,0,"Blogarama,LeftyDirectory",liberal
549,realitybasednation.com,0,Blogarama,liberal
550,red-harvest.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
551,religiousleft.blogspot.com,0,LabeledManually,liberal
552,republicansbite.com,0,Blogarama,liberal
553,republicoft.typepad.com,0,BlogCatalog,liberal
554,resistoppression.blogspot.com,0,"Blogarama,BlogCatalog",liberal
555,restoreamerica.blogspot.com,0,BlogCatalog,liberal
556,retrogrouch.net,0,"Blogarama,LeftyDirectory",liberal
557,revoltnow-us.blogspot.com,0,Blogarama,liberal
558,reynardfox.com,0,Blogarama,liberal
559,rhetoricrhythm.blogspot.com,0,"LeftyDirectory,eTalkingHead",liberal
560,righthandthief.blogspot.com,0,LabeledManually,liberal
561,rising-hegemon.blogspot.com,0,LabeledManually,liberal
562,risinghegemon.blogspot.com,0,Blogarama,liberal
563,rittenhouse.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
564,riverbendblog.blogspot.com,0,LabeledManually,liberal
565,rkook.blogspot.com,0,BlogCatalog,liberal
566,roadtosurfdom.com,0,LeftyDirectory,liberal
567,robot-invasion.com,0,"Blogarama,eTalkingHead",liberal
568,robschumacher.blogspot.com,0,Blogarama,liberal
569,rockthrower.blogs.com/rockthrower,0,CampaignLine,liberal
570,rogerailes.blogspot.com,0,"LeftyDirectory,eTalkingHead",liberal
571,roil.blogspot.com,0,Blogarama,liberal
572,rooksrant.com,0,LabeledManually,liberal
573,rowhouselogic.com,0,Blogarama,liberal
574,roxanne.typepad.com,0,eTalkingHead,liberal
575,rudepundit.blogspot.com,0,LabeledManually,liberal
576,rudyforfreeholder.org,0,Blogarama,liberal
577,ruminatethis.com,0,LeftyDirectory,liberal
578,s88172659.onlinehome.us/spockosbrain.html,0,Blogarama,liberal
579,sadlyno.com,0,LeftyDirectory,liberal
580,saveoursenate.blogspot.com,0,BlogCatalog,liberal
581,savetheus.blogspot.com,0,Blogarama,liberal
582,saxa.blogspot.com,0,Blogarama,liberal
583,sccdp.org/blog.php,0,BlogCatalog,liberal
584,schadelmann.com,0,Blogarama,liberal
585,scoobiedavis.blogspot.com,0,LeftyDirectory,liberal
586,scott-niven.com/saltwaterpizza,0,BlogCatalog,liberal
587,scottcsmith.net,0,"Blogarama,LeftyDirectory,BlogCatalog,eTalkingHead",liberal
588,scripting.com,0,BlogPulse,liberal
589,scrutinyhooligans.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
590,seeingtheforest.com,0,Blogarama,liberal
591,seetheforest.blogspot.com,0,"LeftyDirectory,CampaignLine",liberal
592,senatorbarb.typepad.com,0,CampaignLine,liberal
593,senorpez.com,0,BlogCatalog,liberal
594,sequiturnon.blog-city.com,0,Blogarama,liberal
595,sethdmichaels.com,0,"LeftyDirectory,CampaignLine",liberal
596,shakespearessister.blogspot.com,0,"Blogarama,BlogCatalog",liberal
597,shamelessantagonist.blogspot.com,0,"Blogarama,eTalkingHead",liberal
598,sharedthought.com/weblog,0,Blogarama,liberal
599,shetquaker.blog-city.com,0,Blogarama,liberal
600,shininglight.us,0,"Blogarama,BlogCatalog",liberal
601,shoegal.modblog.com,0,BlogCatalog,liberal
602,shotofpolitics.blogspot.com,0,CampaignLine,liberal
603,shrillblog.blogspot.com,0,LabeledManually,liberal
604,simbaud.blogspot.com,0,Blogarama,liberal
605,simplyappalling.blogspot.com,0,Blogarama,liberal
606,skipperstyle.com,0,BlogCatalog,liberal
607,small-hands.blogspot.com,0,BlogCatalog,liberal
608,smearbody.blogspot.com,0,Blogarama,liberal
609,smirkingchimp.com,0,LabeledManually,liberal
610,smithersmpls.com,0,Blogarama,liberal
611,snooty.binaryclub.com/wp-rdf.php,0,Blogarama,liberal
612,snunes.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
613,someonetakethewheel.blogspot.com,0,"Blogarama,eTalkingHead",liberal
614,soonerthought.com,0,Blogarama,liberal
615,southknoxbubba.net/skblog,0,eTalkingHead,liberal
616,spacedog26.blogspot.com,0,BlogCatalog,liberal
617,spectatorsport.blogspot.com,0,Blogarama,liberal
618,stagefour.typepad.com/commonprejudice,0,Blogarama,liberal
619,stalinism.com/shot-by-both-sides,0,eTalkingHead,liberal
620,stcfoundation.blogspot.com,0,Blogarama,liberal
621,stephenbates.com/yellowdoggereldemocrat,0,LeftyDirectory,liberal
622,stevecopy.blogharbor.com,0,Blogarama,liberal
623,stevegilliard.blogspot.com,0,"BlogPulse,LeftyDirectory",liberal
624,steveguy.me.uk,0,eTalkingHead,liberal
625,stevemacek.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
626,stillfighting.blogspot.com,0,Blogarama,liberal
627,stirs-the-pot.blogspot.com,0,Blogarama,liberal
628,stitt.blogspot.com,0,CampaignLine,liberal
629,stonyfield.com/weblog/bovinebugle/index.html,0,BlogCatalog,liberal
630,stonyfield.com/weblog/strongwomendailynews/index.html,0,BlogCatalog,liberal
631,strangedoctrines.typepad.com,0,eTalkingHead,liberal
632,strangesemantics.blogspot.com,0,Blogarama,liberal
633,stzman.org/blog,0,Blogarama,liberal
634,suburbanguerrilla.blogspot.com,0,"LeftyDirectory,LabeledManually",liberal
635,swamiuptown.com,0,eTalkingHead,liberal
636,swingleft.blogspot.com,0,Blogarama,liberal
637,swingstateproject.com,0,"LeftyDirectory,CampaignLine",liberal
638,takeaction.blog-city.com,0,Blogarama,liberal
639,takeactionmichigan.blog-city.com,0,Blogarama,liberal
640,takebackthemedia.com,0,LabeledManually,liberal
641,talkingpointsmemo.com,0,"BlogPulse,LeftyDirectory",liberal
642,talkleft.com,0,"BlogPulse,LeftyDirectory,eTalkingHead,CampaignLine",liberal
643,tallone.org,0,Blogarama,liberal
644,tbogg.blogspot.com,0,"LeftyDirectory,LabeledManually",liberal
645,teenageenthusiast.blogspot.com,0,Blogarama,liberal
646,tesibria.typepad.com/democracy_is_coming,0,Blogarama,liberal
647,thatcoloredfellasweblog.bloghorn.com,0,"Blogarama,LeftyDirectory",liberal
648,thatgoodnight.com,0,Blogarama,liberal
649,the-goddess.org,0,CampaignLine,liberal
650,the-hamster.com,0,LeftyDirectory,liberal
651,theaggpro.blogspot.com,0,Blogarama,liberal
652,theagitator.blogspot.com,0,Blogarama,liberal
653,theangryliberal.blogspot.com,0,Blogarama,liberal
654,theantibush.org,0,Blogarama,liberal
655,theapologist.blogspot.com,0,Blogarama,liberal
656,thebarrexam.blogspot.com,0,CampaignLine,liberal
657,theblogwarrior.blogspot.com,0,"Blogarama,BlogCatalog,CampaignLine",liberal
658,thebluestate.com,0,LabeledManually,liberal
659,theblueview.blogspot.com,0,"Blogarama,BlogCatalog",liberal
660,thecarpetbaggerreport.com,0,BlogPulse,liberal
661,thecore4.com,0,BlogCatalog,liberal
662,thefulcrum.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
663,theimmoralminority.blogspot.com,0,Blogarama,liberal
664,theleftcoaster.com,0,"LeftyDirectory,LabeledManually",liberal
665,thelefthand.blogspot.com,0,Blogarama,liberal
666,thelonedem.com,0,Blogarama,liberal
667,thelucideye.blogspot.com,0,Blogarama,liberal
668,thepeach.blogspot.com,0,Blogarama,liberal
669,thepoorman.net,0,LeftyDirectory,liberal
670,theradiomansays.blogspot.com,0,eTalkingHead,liberal
671,therogueangel.com/blog,0,BlogCatalog,liberal
672,therustybarrel.com/david/blog,0,BlogCatalog,liberal
673,thesiliconmind.blogspot.com,0,Blogarama,liberal
674,thesnooter.blogspot.com,0,BlogCatalog,liberal
675,thetalentshow.org,0,LeftyDirectory,liberal
676,thetalkingdog.com,0,LeftyDirectory,liberal
677,thewashingtonnote.com,0,LabeledManually,liberal
678,thewilson.blogspot.com,0,Blogarama,liberal
679,theworldaroundyou.com,0,eTalkingHead,liberal
680,thewritewing.blogspot.com,0,BlogCatalog,liberal
681,theyetimn.blogspot.com,0,Blogarama,liberal
682,thingsasitis.net,0,Blogarama,liberal
683,think2004.com,0,eTalkingHead,liberal
684,thinkingrocks.blogspot.com,0,Blogarama,liberal
685,thirdredeye.blogspot.com,0,Blogarama,liberal
686,thislousytshirt.net,0,"Blogarama,LeftyDirectory",liberal
687,thismodernworld.com,0,"LeftyDirectory,CampaignLine",liberal
688,thomasblog.typepad.com/bloggg,0,eTalkingHead,liberal
689,thunewatch.squarespace.com,0,Blogarama,liberal
690,tinylittledots.com,0,eTalkingHead,liberal
691,tobyemden.blogspot.com,0,Blogarama,liberal
692,tom_thinks.blogspot.com,0,eTalkingHead,liberal
693,tomburka.com,0,"Blogarama,LeftyDirectory,CampaignLine",liberal
694,tomcoburnisabigfatjerk.blogspot.com,0,Blogarama,liberal
695,tomdaschle.com/tom/index.php?id=34,0,CampaignLine,liberal
696,tomherod.blogspot.com,0,BlogCatalog,liberal
697,tonyknowles.com/blog.html,0,CampaignLine,liberal
698,topviewnews.com/blog,0,BlogCatalog,liberal
699,toteota.blogspot.com,0,LabeledManually,liberal
700,trainorphans.org,0,Blogarama,liberal
701,translucence.org,0,Blogarama,liberal
702,travalex.blogspot.com,0,"Blogarama,BlogCatalog",liberal
703,tristero.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
704,trueconservative.typepad.com,0,Blogarama,liberal
705,truedemocrat.blogspot.com,0,Blogarama,liberal
706,truthbenotproud.blogspot.com,0,Blogarama,liberal
707,tuibguy.messagemonster.com,0,Blogarama,liberal
708,turnpikefeminist.com,0,Blogarama,liberal
709,turnspit.com,0,Blogarama,liberal
710,uberddue.blogspot.com,0,Blogarama,liberal
711,uberdude.blogspot.com,0,Blogarama,liberal
712,uggabugga.blogspot.com,0,LeftyDirectory,liberal
713,unodemocrats.com/blog,0,CampaignLine,liberal
714,upper-left.blogspot.com,0,CampaignLine,liberal
715,urbandemocracy.blogspot.com,0,Blogarama,liberal
716,urbanecoinc.com/wordpress1,0,Blogarama,liberal
717,usademocrazy.blogspot.com,0,Blogarama,liberal
718,usliberals.about.com,0,Blogarama,liberal
719,uwaythinks.blogspot.com,0,BlogCatalog,liberal
720,vernsblog.thegillfamily.us:8180,0,BlogCatalog,liberal
721,virginiaprogressive.blogspot.com,0,Blogarama,liberal
722,vocis.com/frank,0,BlogCatalog,liberal
723,votekerryedwards2004.blogspot.com,0,Blogarama,liberal
724,votervirginblog.blogspot.com,0,Blogarama,liberal
725,waitingfordorothy.blogspot.com,0,Blogarama,liberal
726,wampum.wabanaki.net,0,LabeledManually,liberal
727,warandpiece.com,0,LeftyDirectory,liberal
728,warriorsblog.blogspot.com,0,Blogarama,liberal
729,washingtonmonthly.com,0,"BlogPulse,LeftyDirectory",liberal
730,watchingthewatchers.org,0,BlogCatalog,liberal
731,waveflux.net,0,BlogCatalog,liberal
732,weblogs.bakshi.us/redskunk,0,"LeftyDirectory,BlogCatalog",liberal
733,werenotallincompetent.blogspot.com,0,Blogarama,liberal
734,whirlingbuffalo.com/creative-spirits.htm,0,BlogCatalog,liberal
735,whopundit.blogspot.com,0,Blogarama,liberal
736,whoviating.blogspot.com,0,"LeftyDirectory,LabeledManually",liberal
737,whyareweback.blogspot.com,0,"Blogarama,BlogCatalog",liberal
738,winnegar.blog-city.com,0,BlogCatalog,liberal
739,winthewest.blogspot.com,0,Blogarama,liberal
740,woneffe.typepad.com,0,BlogCatalog,liberal
741,wonkette.com,0,LabeledManually,liberal
742,workingpapers.blogspot.com,0,BlogCatalog,liberal
743,worldonfire.typepad.com/world_on_fire,0,"Blogarama,LeftyDirectory",liberal
744,wpblog.ohpinion.com,0,eTalkingHead,liberal
745,wsrblood.typepad.com/wiserblog,0,"Blogarama,LeftyDirectory,eTalkingHead",liberal
746,wtf.mindsay.com,0,Blogarama,liberal
747,wtpm.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
748,wynterstoner.blogspot.com,0,eTalkingHead,liberal
749,x-pollen.com/many/blog.html,0,CampaignLine,liberal
750,xanga.com/allegrad,0,BlogCatalog,liberal
751,xanga.com/home.aspx?user=phknrocket1k,0,eTalkingHead,liberal
752,xanga.com/kerry4president,0,Blogarama,liberal
753,xianleft.blogspot.com,0,Blogarama,liberal
754,xnerg.blogspot.com,0,"LeftyDirectory,eTalkingHead",liberal
755,yarsrevenge.blogspot.com,0,"Blogarama,LeftyDirectory",liberal
756,yglesias.typepad.com/matthew,0,eTalkingHead,liberal
757,yoder.ru,0,eTalkingHead,liberal
758,younglibs.com,0,Blogarama,liberal
759,84rules.blog-city.com,1,eTalkingHead,conservative
760,a100wwe.blogspot.com,1,Blogarama,conservative
761,absurd-canadian.blogspot.com,1,eTalkingHead,conservative
762,ace.mu.nu,1,LabeledManually,conservative
763,aceoftrumpblog.blogspot.com,1,"Blogarama,BlogCatalog",conservative
764,acepilots.com/mt,1,LabeledManually,conservative
765,acertainslantoflight.blogspot.com,1,Blogarama,conservative
766,achicknamedmarzi.com,1,eTalkingHead,conservative
767,activistchat.com/blogiran,1,LabeledManually,conservative
768,adeimantus.blogspot.com,1,Blogarama,conservative
769,adonai.cc,1,Blogarama,conservative
770,airjun.blogspot.com,1,Blogarama,conservative
771,alamodispatches.blogspot.com,1,Blogarama,conservative
772,alamonation.blogspot.com,1,Blogarama,conservative
773,alarmingnews.com,1,"Blogarama,BlogPulse,CampaignLine",conservative
774,aldaron.modblog.com,1,"Blogarama,BlogCatalog",conservative
775,aldaynet.org,1,Blogarama,conservative
776,alexpelan.blogspot.com,1,BlogCatalog,conservative
777,alittlemoretotheright.com,1,"eTalkingHead,CampaignLine",conservative
778,all-encompassingly.com,1,"Blogarama,eTalkingHead",conservative
779,allahpundit.com,1,BlogPulse,conservative
780,allthingsmark.com,1,Blogarama,conservative
781,alphapatriot.com,1,Blogarama,conservative
782,althouse.blogspot.com,1,"BlogPulse,eTalkingHead",conservative
783,americaindenial.com/?q=node/feed,1,Blogarama,conservative
784,americanchronicle.blogspot.com,1,BlogCatalog,conservative
785,americancommentator.blogs.com/the_american_commentator_,1,CampaignLine,conservative
786,americandigest.org,1,LabeledManually,conservative
787,americandinosaur.blogspot.com,1,Blogarama,conservative
788,americanfuture.typepad.com,1,Blogarama,conservative
789,americanjihad.blogspot.com,1,BlogCatalog,conservative
790,americankernel.com,1,Blogarama,conservative
791,americanreport.blogspot.com,1,"Blogarama,BlogCatalog",conservative
792,americanthinker.com,1,BlogCatalog,conservative
793,americanwarmonger.blogspot.com,1,"Blogarama,BlogCatalog",conservative
794,americanworldview.tripod.com/weltansblog,1,Blogarama,conservative
795,americasteen.tk,1,Blogarama,conservative
796,amigo13.blogspot.com,1,Blogarama,conservative
797,amradio.blogspot.com,1,Blogarama,conservative
798,andrewsullivan.com,1,"BlogPulse,CampaignLine",conservative
799,andrightlyso.blogspot.com,1,Blogarama,conservative
800,angrychineseblogger.blog-city.com,1,eTalkingHead,conservative
801,angrygwn.blogspot.com,1,BlogCatalog,conservative
802,anncoulter.org,1,LabeledManually,conservative
803,annika.mu.nu,1,eTalkingHead,conservative
804,anothervrwc.blogspot.com,1,Blogarama,conservative
805,antijohnkerry.blogspot.com,1,CampaignLine,conservative
806,antiprotester.blogspot.com,1,Blogarama,conservative
807,apologiesdemanded.blogspot.com,1,"Blogarama,eTalkingHead",conservative
808,arkanssouri.blogspot.com,1,Blogarama,conservative
809,armchairgeneralist.typepad.com,1,LeftyDirectory,conservative
810,asmallvictory.net,1,BlogPulse,conservative
811,asmodeus-space.com/weblog/blog/index.php,1,Blogarama,conservative
812,astrosoup.blogspot.com,1,Blogarama,conservative
813,athena.blogs.com,1,Blogarama,conservative
814,awideawake.blogspot.com,1,"Blogarama,BlogCatalog",conservative
815,ayerdis.com/rants.php,1,Blogarama,conservative
816,babytrollblog.com,1,Blogarama,conservative
817,baldilocks.typepad.com,1,"Blogarama,BlogPulse",conservative
818,balloon-juice.com,1,eTalkingHead,conservative
819,bamapachyderm.blogspot.com,1,"Blogarama,BlogCatalog",conservative
820,batr.net,1,Blogarama,conservative
821,batr.org/commentary.html,1,Blogarama,conservative
822,beautifulatrocities.com,1,LabeledManually,conservative
823,beefalwayswins.blogspot.com,1,Blogarama,conservative
824,beldar.blogs.com/beldarblog,1,eTalkingHead,conservative
825,bellusbellum.info,1,Blogarama,conservative
826,belmontclub.blogspot.com,1,LabeledManually,conservative
827,bensgtusmc.com,1,Blogarama,conservative
828,bensworld.patriotforum.org,1,Blogarama,conservative
829,bernardmoon.blogspot.com,1,eTalkingHead,conservative
830,betsyspage.blogspot.com,1,LabeledManually,conservative
831,bidinotto.journalspace.com,1,Blogarama,conservative
832,bigenchilada.org,1,BlogCatalog,conservative
833,bigfatroid.blogspot.com,1,"Blogarama,BlogCatalog",conservative
834,bigjourney.blogspot.com,1,Blogarama,conservative
835,billhobbs.com,1,BlogPulse,conservative
836,billrice.org,1,Blogarama,conservative
837,billroggio.com/easongate,1,LabeledManually,conservative
838,bitheads.blogspot.com,1,Blogarama,conservative
839,bittersweetme.net/blog/index.php,1,Blogarama,conservative
840,bkennelly.com/vox,1,Blogarama,conservative
841,blackmanforbush.blogspot.com,1,Blogarama,conservative
842,blindmindseye.com,1,Blogarama,conservative
843,blithered.blogspot.com,1,Blogarama,conservative
844,blog.iainlindley.com,1,eTalkingHead,conservative
845,blog.mytechaid.com,1,Blogarama,conservative
846,blog.nam.org,1,BlogCatalog,conservative
847,blog.ncsweb.us,1,"Blogarama,BlogCatalog,eTalkingHead,CampaignLine",conservative
848,blog.so-amazing.net,1,Blogarama,conservative
849,blog.willrobinson47.com,1,Blogarama,conservative
850,bloghogger.blogspot.com,1,eTalkingHead,conservative
851,blogicus.com,1,eTalkingHead,conservative
852,blogodob.blogspot.com,1,eTalkingHead,conservative
853,blogs.blogosphere.ca/brock,1,Blogarama,conservative
854,blogsagainsthillary.com,1,LabeledManually,conservative
855,blogsforbush.com,1,"BlogPulse,CampaignLine",conservative
856,blogsofwar.com,1,"BlogPulse,eTalkingHead",conservative
857,blogspirator.blogspot.com,1,Blogarama,conservative
858,blubberhollow.com/blog,1,Blogarama,conservative
859,blue6golf.blogspot.com,1,Blogarama,conservative
860,bluegoldfish.blogs.com/surface,1,Blogarama,conservative
861,bluestates.blogspot.com,1,LeftyDirectory,conservative
862,bobhayes.net,1,CampaignLine,conservative
863,boottotheskull.com,1,Blogarama,conservative
864,borgardblog.blogspot.com,1,Blogarama,conservative
865,brainshavings.com,1,LabeledManually,conservative
866,brendonsspiderhole.blogspot.com,1,Blogarama,conservative
867,brianlarry.com,1,Blogarama,conservative
868,brianscott.blogspot.com,1,Blogarama,conservative
869,brutallyhonest.org,1,Blogarama,conservative
870,buckeyepundit.blogspot.com,1,BlogCatalog,conservative
871,bullmooserepublicans.com/blog,1,"Blogarama,LabeledManually",conservative
872,bushblog.us,1,Blogarama,conservative
873,c-pol.blogspot.com,1,"Blogarama,CampaignLine",conservative
874,californiaconservatives4truth.blogspot.com,1,Blogarama,conservative
875,calirep.blogspot.com,1,Blogarama,conservative
876,calpoly.edu/~doleary/blog.htm,1,Blogarama,conservative
877,campaignofone.org/blog/index.asp,1,Blogarama,conservative
878,captainsquartersblog.com/mt,1,eTalkingHead,conservative
879,catscape.com,1,Blogarama,conservative
880,cayankee.blogs.com,1,BlogPulse,conservative
881,cbcbcbcb.blogspot.com,1,Blogarama,conservative
882,ccs178.com,1,BlogCatalog,conservative
883,cdharris.net,1,BlogPulse,conservative
884,cecile.squarespace.com,1,Blogarama,conservative
885,celluloid-wisdom.com/pw,1,LabeledManually,conservative
886,celluloid-wisdom.com/pw/,1,LabeledManually,conservative
887,centinel.blogspot.com,1,Blogarama,conservative
888,chadster.capitalfocus.org,1,Blogarama,conservative
889,chainik_hocker.blogspot.com,1,BlogCatalog,conservative
890,charlesking.blogspot.com,1,eTalkingHead,conservative
891,chiefsblog.blogspot.com,1,eTalkingHead,conservative
892,chrenkoff.blogspot.com,1,LabeledManually,conservative
893,christian-patriot.blogspot.com,1,"Blogarama,BlogCatalog",conservative
894,civilcommotion.com,1,eTalkingHead,conservative
895,claycalhoun.com,1,Blogarama,conservative
896,claytoncorner.blogspot.com,1,eTalkingHead,conservative
897,clubforgrowth.org/blog,1,CampaignLine,conservative
898,cmillertime.blogspot.com,1,eTalkingHead,conservative
899,coffee.ondragonswing.com,1,eTalkingHead,conservative
900,commonsenserunswild.typepad.com,1,Blogarama,conservative
901,confederateyankee.blogspot.com,1,"Blogarama,eTalkingHead,CampaignLine",conservative
902,conpro.blogspot.com,1,Blogarama,conservative
903,conservativeblogger.com,1,eTalkingHead,conservative
904,conservativecat.com,1,Blogarama,conservative
905,conservativecitizen.blogspot.com,1,"eTalkingHead,CampaignLine",conservative
906,conservativedhc.blogspot.com,1,Blogarama,conservative
907,conservativedialysis.com,1,BlogCatalog,conservative
908,conservativeeyes.blogspot.com,1,BlogCatalog,conservative
909,conservativelife.com/blog,1,"Blogarama,BlogCatalog,eTalkingHead",conservative
910,conservativenation.us,1,Blogarama,conservative
911,conservativeobserver.blogspot.com,1,eTalkingHead,conservative
912,conservativepolitics.blogspot.com,1,"Blogarama,eTalkingHead",conservative
913,conservativepunk.com,1,eTalkingHead,conservative
914,conservativepush.blogspot.com,1,CampaignLine,conservative
915,conservativeresponse.com,1,Blogarama,conservative
916,conservativerevolution.com,1,LabeledManually,conservative
917,conservativevor.blogdrive.com,1,Blogarama,conservative
918,conservativezone.blogspot.com,1,Blogarama,conservative
919,coxandforkum.com,1,LabeledManually,conservative
920,cptnwinky.com,1,"Blogarama,eTalkingHead",conservative
921,crankybastard.blogspot.com,1,"Blogarama,eTalkingHead",conservative
922,crankyneocon.com/crankyneocon,1,LabeledManually,conservative
923,criticalbill.blogspot.com,1,Blogarama,conservative
924,cruelkev.blogspot.com,1,Blogarama,conservative
925,cubanstories.blogspot.com,1,Blogarama,conservative
926,cybermenace.blogspot.com,1,eTalkingHead,conservative
927,cynicalnation.com,1,Blogarama,conservative
928,cynscorion.com/v-web/b2/index.php,1,BlogCatalog,conservative
929,d-42.com,1,Blogarama,conservative
930,daddypundit.blogspot.com,1,BlogCatalog,conservative
931,dadougster.blogspot.com,1,"Blogarama,BlogCatalog",conservative
932,dailypundit.com,1,LabeledManually,conservative
933,dailyrecycler.com/blog,1,LabeledManually,conservative
934,daisycutter.blogspot.com,1,Blogarama,conservative
935,dalythoughts.com,1,BlogPulse,conservative
936,danieldrezner.com/blog,1,LabeledManually,conservative
937,danzfamily.com,1,BlogCatalog,conservative
938,dartblog.com,1,Blogarama,conservative
939,datingrepublicans.com,1,BlogCatalog,conservative
940,deadcantrant.com/blog,1,Blogarama,conservative
941,deanesmay.com,1,BlogPulse,conservative
942,deansjournal.blogspot.com,1,BlogCatalog,conservative
943,decision08.blogspot.com,1,Blogarama,conservative
944,denbeste.nu,1,LabeledManually,conservative
945,depressedlonelybored.typepad.com,1,Blogarama,conservative
946,deserttusk.blogspot.com,1,"Blogarama,eTalkingHead",conservative
947,devildawg.blogspot.com,1,Blogarama,conservative
948,dgci.blog-city.com,1,Blogarama,conservative
949,dgci.net,1,"BlogCatalog,eTalkingHead",conservative
950,diggersrealm.com/mt,1,LabeledManually,conservative
951,dilusionl.blogspot.com,1,BlogCatalog,conservative
952,diplomadic.blogspot.com,1,Blogarama,conservative
953,discerningtexan.blogspot.com,1,eTalkingHead,conservative
954,discountblogger.com,1,Blogarama,conservative
955,disintegrator.blogspot.com,1,Blogarama,conservative
956,dissectleft.blogspot.com,1,eTalkingHead,conservative
957,dividedloyalties.net,1,Blogarama,conservative
958,dizzy-girl.net/index.php,1,BlogCatalog,conservative
959,dmobley.blogspot.com,1,"Blogarama,BlogCatalog",conservative
