price,PoolArea,GarageCars,Fireplaces,TotRmsAbvGrd,Baths,SqFeet,CentralAir,Age,LotSize,BldgType,HouseStyle,condition
175,0,2,1,7,2,1484,Y,36,12243,1Fam,1Story,6
160,0,2,1,10,2,2414,N,106,10800,2fmCon,1.5Fin,4
86,0,1,0,3,1,630,Y,39,1526,Twnhs,SFoyer,8
133,0,1,2,5,1,1578,Y,65,9490,1Fam,1.5Fin,7
172.785,0,2,0,8,3,1456,Y,0,15578,1Fam,2Story,5
155,0,1,1,6,2,1269,Y,48,7931,1Fam,1Story,6
91.3,0,1,0,4,1,886,Y,71,5784,1Fam,1Story,8
184,0,1,0,8,2,1820,Y,83,9120,1Fam,1.5Fin,6
120,0,1,0,5,1,912,Y,49,7535,1Fam,1Story,7
113,0,1,0,7,2,1218,Y,34,1890,Twnhs,2Story,5
226.7,0,2,0,7,3,1768,Y,3,9803,1Fam,2Story,5
140,0,2,0,6,1,1214,Y,42,9170,1Fam,1Story,7
289,0,2,2,6,2,1801,Y,51,15602,1Fam,1Story,8
147,0,2,1,6,3,1322,Y,35,2308,TwnhsE,2Story,5
124.5,0,2,0,10,2,1960,Y,57,7596,Duplex,2Story,5
215,0,2,1,8,3,1911,Y,13,9554,1Fam,2Story,5
161,0,2,1,7,2,1378,Y,80,9600,1Fam,2Story,9
164.9,0,1,2,6,1,1363,Y,58,14559,1Fam,1Story,7
129.9,0,2,0,5,1,864,Y,48,9100,1Fam,1Story,5
134,0,2,0,5,2,1080,Y,24,9187,1Fam,1Story,5
96.5,0,1,0,5,1,789,N,81,10594,1Fam,1.5Unf,5
265,0,3,1,7,3,2344,Y,13,10208,1Fam,2Story,5
211,0,2,0,7,3,1796,Y,9,9531,1Fam,2Story,5
234,0,1,2,9,2,2080,Y,83,10918,1Fam,2Story,9
106.25,0,0,0,7,2,1294,N,108,10800,2fmCon,2Story,7
150,0,1,2,6,2,1244,Y,50,11988,1Fam,1Story,6
159,0,2,2,7,2,1664,Y,59,5000,1Fam,1.5Fin,7
184.75,0,3,1,11,4,4676,Y,0,40094,1Fam,2Story,5
315.75,0,3,1,8,3,2398,Y,11,11787,1Fam,2Story,5
176,0,2,1,6,2,1266,Y,1,7500,1Fam,1Story,5
132,0,1,0,4,1,928,Y,51,13300,1Fam,1Story,7
446.261,0,3,1,11,3,2713,Y,0,14948,1Fam,2Story,5
86,0,0,0,5,1,605,Y,87,9098,1Fam,1Story,7
200.624,0,2,2,9,3,2515,Y,50,32668,1Fam,1Story,3
175,0,2,1,5,2,1509,Y,20,10200,1Fam,SLvl,5
128,0,2,0,6,2,1362,Y,88,6155,1Fam,2Story,8
107.5,0,1,1,5,1,827,Y,55,7200,1Fam,1Story,7
178,0,2,1,6,3,1414,Y,2,9056,1Fam,2Story,5
107.5,0,0,0,5,1,1347,Y,98,7000,2fmCon,2Story,7
111.25,0,2,0,5,1,864,Y,36,12735,1Fam,1Story,5
272,0,2,1,6,2,1601,Y,9,11423,1Fam,1Story,5
315,0,3,1,8,2,1838,Y,3,14601,1Fam,1Story,5
248,0,3,1,8,3,2285,Y,7,11000,1Fam,2Story,5
213.25,0,2,1,7,2,1680,Y,11,10140,1Fam,1Story,5
133,0,1,0,4,1,767,Y,9,4058,TwnhsE,SFoyer,5
179.665,0,2,1,7,3,1496,Y,0,17104,1Fam,2Story,5
229,0,3,0,9,3,2183,Y,18,13837,1Fam,1.5Fin,5
210,0,2,1,6,2,1635,Y,84,8737,1Fam,1.5Fin,7
129.5,0,2,0,5,1,768,Y,37,7244,1Fam,SFoyer,7
125,0,2,0,4,1,825,Y,53,8235,1Fam,1Story,7
263,0,2,1,8,3,2094,Y,6,9375,1Fam,2Story,5
140,0,2,0,4,2,1069,Y,31,4043,TwnhsE,1Story,6
112.5,0,1,0,5,1,928,Y,51,6000,1Fam,1Story,6
255.5,0,3,1,7,2,1717,Y,3,11146,1Fam,1Story,5
108,0,2,0,5,2,1126,Y,60,8777,1Fam,1Story,5
284,0,3,1,8,3,2046,Y,5,10625,1Fam,2Story,5
113,0,1,1,5,1,1048,Y,84,6380,1Fam,1.5Unf,6
141,0,1,1,6,1,1092,Y,49,14850,1Fam,1Story,5
108,0,1,0,7,2,1336,Y,86,11040,1Fam,1.5Fin,6
175,0,2,1,6,3,1446,Y,12,21872,1Fam,2Story,5
234,0,2,1,7,2,1557,Y,3,3196,TwnhsE,1Story,5
170,0,2,1,6,1,1389,Y,32,10010,1Fam,1Story,5
108,0,0,1,6,1,996,Y,68,13907,1Fam,1Story,6
268,0,2,1,9,3,2295,Y,14,13346,1Fam,2Story,5
128,0,1,0,6,2,1647,N,95,6858,1Fam,2Story,4
325,0,3,1,11,3,2504,Y,3,11198,1Fam,2Story,5
214,0,2,0,7,2,1535,Y,6,10171,1Fam,1Story,5
316.6,0,2,1,5,2,2132,Y,26,12327,1Fam,1.5Fin,8
135.96,0,2,2,4,1,943,Y,27,7032,Duplex,SFoyer,5
142.6,0,2,0,10,2,1728,Y,43,13101,Duplex,1Story,5
120,0,1,0,4,1,864,Y,47,7332,1Fam,1Story,6
224.5,0,2,0,6,3,1692,Y,0,13159,1Fam,2Story,5
170,0,2,1,8,3,1430,Y,7,9967,1Fam,SLvl,5
118.5,0,1,0,6,1,1216,Y,61,8480,1Fam,1.5Fin,5
145,0,1,1,6,2,1477,Y,81,6292,1Fam,1.5Fin,7
164.5,0,2,2,6,1,1320,Y,40,11777,1Fam,SLvl,6
146,0,2,0,5,2,1392,Y,1,3604,TwnhsE,2Story,5
131.5,0,1,0,7,2,1795,N,54,12150,1Fam,1.5Fin,5
181.9,0,2,2,7,1,1429,Y,47,14585,1Fam,1Story,6
253.293,0,3,1,8,3,2042,Y,1,12704,1Fam,1Story,5
118.5,0,0,0,5,1,816,Y,17,11841,Duplex,SFoyer,5
325,0,2,1,9,4,2775,Y,115,13500,1Fam,2.5Unf,9
133,0,1,0,6,1,1573,Y,74,6120,1Fam,1.5Fin,7
130,0,1,0,5,1,838,Y,90,10267,1Fam,1Story,7
143,0,1,2,5,1,1473,Y,41,25095,1Fam,1Story,8
79.5,0,1,0,4,1,935,Y,78,9100,1Fam,1Story,6
185.9,0,2,0,6,3,1582,Y,4,8320,1Fam,2Story,5
451.95,0,3,1,10,3,2296,Y,1,13478,1Fam,2Story,5
138,0,2,0,4,1,816,Y,26,6600,1Fam,1Story,8
140,0,2,0,4,1,848,Y,6,4435,TwnhsE,1Story,5
110,0,1,0,5,1,924,Y,33,7990,1Fam,1Story,6
319,0,3,1,7,2,1826,Y,1,11302,1Fam,1Story,5
114.504,0,1,0,7,1,1368,N,96,3600,1Fam,2Story,7
194.201,0,3,1,7,2,1402,Y,1,3922,TwnhsE,1Story,5
217.5,0,2,1,7,2,1647,Y,29,12984,1Fam,1Story,6
151,0,2,1,6,3,1556,Y,28,1950,Twnhs,2Story,6
275,0,2,1,8,3,1904,Y,1,10927,1Fam,2Story,5
141,0,1,1,6,2,1375,Y,70,9000,1Fam,1.5Fin,6
220,0,2,1,8,3,1915,Y,14,10041,1Fam,2Story,5
151,0,2,0,4,3,1200,Y,6,3182,TwnhsE,2Story,5
152,0,2,0,6,1,1040,Y,13,12464,1Fam,1Story,5
225,0,1,0,8,3,2008,Y,58,7800,1Fam,2Story,8
313,0,3,2,8,3,2153,Y,9,11050,1Fam,2Story,5
148,0,2,1,6,2,1032,Y,29,10395,1Fam,SLvl,6
261.5,0,2,1,7,3,1872,Y,8,11885,1Fam,2Story,5
147,0,0,0,6,1,1120,Y,0,8402,1Fam,1Story,5
75.5,0,0,0,3,1,630,Y,38,1491,TwnhsE,SFoyer,6
183.2,0,2,1,7,3,1509,Y,4,7861,1Fam,2Story,5
105.5,0,2,0,4,1,832,Y,54,7227,1Fam,1.5Unf,6
314.813,0,3,1,9,2,1828,Y,0,11694,1Fam,1Story,5
305,0,3,2,10,3,2262,Y,5,12244,1Fam,2Story,5
67,0,0,0,5,1,864,N,94,8248,1Fam,1Story,3
135,0,2,0,6,1,980,Y,32,7064,1Fam,1Story,6
165.15,0,2,1,8,3,1790,Y,34,10400,1Fam,2Story,5
160,0,2,0,5,2,1116,Y,48,10000,1Fam,1Story,6
135,0,2,2,9,3,2080,Y,38,11606,1Fam,2Story,5
168.5,0,2,0,6,2,1350,Y,44,9020,1Fam,SLvl,5
209.5,0,2,1,6,2,1554,Y,1,4590,Twnhs,1Story,5
82.5,0,2,1,6,2,1411,Y,32,11900,1Fam,1Story,5
139.4,0,1,0,6,1,1056,Y,53,9250,1Fam,1Story,7
144,0,2,0,4,0,1056,Y,30,6979,Duplex,SFoyer,5
200,0,0,0,14,2,3395,Y,93,10896,2fmCon,2.5Fin,7
60,0,0,1,4,1,800,N,73,6120,1Fam,1Story,3
85,0,0,0,4,1,796,Y,98,8777,1Fam,1Story,7
264.561,0,3,1,7,2,1567,Y,0,3982,TwnhsE,1Story,5
226,0,2,1,7,3,1929,Y,6,7050,1Fam,2Story,5
345,0,2,3,9,3,2704,Y,37,13860,1Fam,SLvl,7
152,0,2,0,7,3,1620,Y,38,10793,1Fam,2Story,5
370.878,0,3,1,7,3,1766,Y,0,9187,1Fam,1Story,5
143.25,0,2,0,5,2,981,Y,36,10530,1Fam,1Story,5
98.3,0,2,0,7,1,1048,Y,58,7200,1Fam,1Story,5
155,0,2,2,5,1,1094,Y,55,10452,1Fam,1Story,5
155,0,2,1,7,2,1839,Y,44,7700,1Fam,2Story,5
84.5,0,0,0,3,1,630,Y,37,1936,Twnhs,SFoyer,6
205.95,0,2,0,7,3,1665,Y,1,8125,1Fam,2Story,6
108,0,1,1,7,1,1510,Y,69,9084,1Fam,2Story,5
191,0,2,1,7,3,1716,Y,13,8750,1Fam,2Story,5
135,0,1,0,7,1,1469,Y,102,10320,1Fam,1.5Fin,7
350,0,3,1,7,3,2113,Y,13,10437,1Fam,1Story,6
88,0,1,0,6,2,1092,Y,39,1680,Twnhs,2Story,5
145.5,0,1,0,5,2,1053,Y,49,10007,1Fam,1Story,7
149,0,1,1,6,2,1502,Y,77,7200,1Fam,2Story,6
97.5,0,1,1,6,1,1458,Y,62,17503,1Fam,1.5Fin,5
167,0,2,0,7,1,1486,Y,45,9937,1Fam,1Story,7
197.9,0,2,1,7,3,1935,Y,31,12384,1Fam,2Story,7
402,0,3,1,8,3,2448,Y,15,46589,1Fam,2Story,7
110,0,2,2,5,1,1392,Y,41,13560,1Fam,1Story,3
137.5,0,2,0,6,2,1181,Y,36,10012,1Fam,SFoyer,5
230.5,0,2,1,7,3,1936,Y,6,11194,1Fam,2Story,5
193.5,0,2,1,7,2,1679,Y,14,8125,1Fam,1Story,5
168,0,2,1,6,2,1437,Y,50,14175,1Fam,1Story,6
137.5,0,1,1,5,1,1180,Y,84,11600,1Fam,1Story,5
103.6,0,1,0,6,2,1369,N,84,6629,1Fam,2Story,6
165,0,2,1,6,2,1208,Y,29,11250,1Fam,1Story,6
257.5,0,2,2,7,2,1839,Y,50,14442,1Fam,1Story,7
87,0,3,0,8,2,1774,N,106,9600,1Fam,2Story,2
109.5,0,1,0,5,1,792,Y,85,9022,1Fam,1Story,8
372.5,0,3,1,7,3,2046,Y,1,11844,1Fam,1Story,5
128.5,0,2,0,5,1,988,Y,46,9945,1Fam,1Story,5
143,0,1,1,5,2,923,Y,30,8012,TwnhsE,1Story,5
159.434,0,1,0,6,1,1520,Y,77,4500,1Fam,1.5Fin,5
173,0,2,1,6,1,1291,Y,12,2887,1Fam,1Story,5
285,0,3,1,7,2,1668,Y,5,11248,1Fam,1Story,5
221,0,2,0,7,3,1839,Y,12,16770,1Fam,2Story,5
207.5,0,2,1,6,2,2090,Y,23,5062,TwnhsE,2Story,5
227.875,0,2,0,7,3,1761,Y,0,10207,1Fam,2Story,6
148.8,0,2,0,4,3,1102,Y,3,5105,TwnhsE,2Story,5
392,0,2,1,7,2,1419,Y,0,8089,1Fam,1Story,6
194.7,0,2,1,6,2,1362,Y,2,7577,TwnhsE,1Story,5
141,0,2,1,3,1,848,Y,4,4426,TwnhsE,1Story,5
755,0,3,2,10,4,4316,Y,13,21535,1Fam,2Story,6
335,0,2,2,9,3,2519,Y,17,26178,1Fam,2Story,5
108.48,0,1,0,4,1,1073,Y,85,5400,1Fam,1Story,6
141.5,0,2,0,5,2,1539,Y,73,6120,1Fam,1.5Fin,6
176,0,2,1,5,2,1137,Y,19,13811,1Fam,1Story,6
123.5,0,1,0,6,1,1148,Y,54,6420,1Fam,1Story,7
196,0,2,0,5,2,1391,Y,4,4282,TwnhsE,1Story,5
140,0,2,1,8,2,1812,Y,110,7630,2fmCon,2Story,9
213,0,2,0,7,2,1484,Y,6,8400,1Fam,1Story,5
55,0,0,0,7,2,1092,N,80,5600,2fmCon,2Story,5
302,0,2,2,5,2,1824,Y,36,115149,1Fam,1Story,5
254,0,2,1,6,2,1324,Y,3,6240,TwnhsE,1Story,5
179.54,0,2,1,8,3,1456,Y,0,9018,1Fam,2Story,5
109.9,0,1,0,6,1,904,Y,42,7162,1Fam,1Story,7
52,0,0,0,5,1,729,Y,73,4130,1Fam,1Story,6
102.776,0,1,0,7,1,1178,Y,110,8712,1Fam,1.5Fin,7
189,0,2,1,5,2,1228,Y,20,4671,TwnhsE,1Story,5
129,0,2,0,6,1,960,N,36,9873,2fmCon,1Story,5
159.5,0,2,0,8,2,2554,Y,117,10800,1Fam,2Story,8
341,0,3,1,9,3,2418,Y,15,10542,1Fam,2Story,5
128.5,0,1,1,5,2,971,Y,37,9920,1Fam,1Story,6
275,0,2,1,5,2,1742,Y,21,6563,1Fam,1Story,5
143,0,2,0,3,1,848,Y,6,4426,TwnhsE,1Story,5
124.5,0,2,0,5,1,864,Y,39,8120,1Fam,1Story,7
320,0,3,1,8,2,1698,Y,2,13286,1Fam,1Story,5
120.5,0,2,0,5,1,864,Y,39,6960,1Fam,1Story,6
222,0,2,1,5,2,1680,Y,21,21695,1Fam,1Story,9
110,0,3,0,9,2,1776,Y,51,11475,Duplex,1Story,5
103,0,2,0,5,1,1208,Y,84,6240,1Fam,1.5Fin,5
236.5,0,2,1,5,2,1616,Y,15,5389,TwnhsE,1Story,5
222.5,0,2,1,8,3,2031,Y,10,11404,1Fam,2Story,5
131.4,0,1,1,6,1,1144,Y,48,10000,1Fam,1Story,6
108,0,1,0,6,1,948,Y,39,8978,1Fam,1Story,5
163,0,2,2,6,2,1768,N,92,10800,1Fam,2.5Unf,7
239.9,0,3,1,8,3,1801,Y,1,10463,1Fam,2Story,5
179,0,0,0,5,3,1200,Y,22,10800,Duplex,1Story,5
190,0,2,0,7,3,1728,Y,5,9313,1Fam,2Story,5
132,0,2,0,7,2,1432,Y,97,9600,1Fam,2Story,7
142,0,1,0,5,1,912,Y,47,6768,1Fam,1Story,8
175,0,2,1,6,2,1464,Y,46,12886,1Fam,SLvl,6
180,0,2,1,5,2,1337,Y,15,5395,TwnhsE,1Story,5
299.8,0,2,2,11,4,2715,Y,32,8963,1Fam,2Story,9
236,0,2,1,8,3,2256,Y,9,8795,1Fam,2Story,5
260.4,0,2,1,7,2,1720,Y,14,10593,1Fam,1Story,5
98,0,1,0,9,2,1529,N,64,8405,1Fam,1.5Fin,3
96.5,0,0,0,7,1,1140,Y,100,8800,1Fam,1.5Fin,7
162,0,2,0,6,3,1320,Y,4,7750,1Fam,2Story,5
217,0,2,0,6,2,1494,Y,9,9236,1Fam,1Story,5
172.5,0,2,0,6,3,1471,Y,10,3230,TwnhsE,2Story,5
212,0,2,0,7,3,1768,Y,2,10769,1Fam,2Story,5
179.4,0,2,0,6,3,1501,Y,9,2280,Twnhs,2Story,5
290,0,3,1,9,3,2531,Y,12,12257,1Fam,2Story,5
127.5,0,1,0,5,1,864,Y,50,9100,1Fam,1Story,6
100,0,2,0,5,1,1301,Y,85,6911,1Fam,1Story,5
215.2,0,2,0,7,3,1547,Y,1,8640,1Fam,2Story,5
337,0,3,1,8,3,2365,Y,10,9430,1Fam,2Story,5
270,0,2,1,6,2,1494,Y,11,9549,TwnhsE,1Story,5
264.132,0,2,1,6,2,1506,Y,0,14587,1Fam,1Story,5
160,0,1,0,7,2,1750,Y,68,12508,1Fam,1.5Fin,7
216.837,0,2,1,8,2,1836,Y,2,9100,1Fam,1Story,5
538,0,3,1,12,4,3279,Y,7,53504,1Fam,2Story,5
134.9,0,2,0,5,1,858,Y,27,7252,1Fam,SFoyer,5
102,0,2,0,6,1,1220,Y,55,8877,1Fam,1Story,5
107,0,2,1,6,1,1117,Y,34,7819,1Fam,SLvl,5
114.5,0,1,0,5,1,912,Y,49,10150,1Fam,1Story,5
395,0,3,1,9,2,1973,Y,1,14226,1Fam,1Story,5
162,0,2,0,5,2,1204,Y,11,4500,TwnhsE,1Story,5
221.5,0,3,0,7,2,1614,Y,1,11210,1Fam,1Story,5
142.5,0,2,1,5,1,894,Y,32,13350,1Fam,1Story,5
144,0,2,2,10,2,2020,Y,30,8400,Duplex,1Story,5
135,0,2,0,4,1,1004,Y,29,10530,Duplex,SFoyer,5
175.9,0,2,0,7,3,1603,Y,14,7153,1Fam,2Story,5
187.1,0,2,0,6,2,1430,Y,8,16285,1Fam,1Story,5
128,0,0,1,9,2,1484,Y,94,6300,1Fam,2.5Unf,6
161.5,0,2,1,7,2,1342,Y,42,9790,1Fam,1Story,5
139,0,1,0,7,2,1652,Y,95,10800,1Fam,1.5Fin,6
233,0,2,0,8,3,2084,Y,6,10142,1Fam,2Story,5
107.9,0,1,0,4,1,901,Y,54,6000,1Fam,1Story,7
187.5,0,2,0,9,3,2087,Y,41,12205,1Fam,2Story,8
160.2,0,2,1,5,2,1145,Y,4,3182,TwnhsE,1Story,5
146.8,0,2,2,5,1,1062,Y,31,11333,1Fam,SLvl,5
269.79,0,2,1,8,3,2013,Y,11,9920,1Fam,2Story,5
225,0,2,0,7,2,1496,Y,0,9158,1Fam,1Story,5
194.5,0,2,1,7,3,1895,Y,14,10832,1Fam,2Story,5
143.5,0,2,1,7,2,1285,Y,30,8197,1Fam,1Story,5
110,0,1,0,4,1,773,Y,55,7677,1Fam,1Story,5
485,0,3,2,11,4,3140,Y,1,13518,1Fam,2Story,5
175,0,1,2,7,2,1768,Y,70,7200,1Fam,1.5Fin,7
200,0,2,0,8,3,1688,Y,11,12798,1Fam,2Story,5
189,0,2,1,7,3,1456,Y,3,8199,1Fam,2Story,5
582.933,0,3,1,12,4,2822,Y,1,13891,1Fam,2Story,5
118,0,1,0,5,1,1128,Y,52,9000,1Fam,1Story,5
227.68,0,2,0,6,2,1428,Y,0,12274,1Fam,1Story,5
135.5,0,1,0,6,2,980,Y,39,9750,1Fam,SLvl,5
223.5,0,2,1,6,2,1576,Y,86,21384,1Fam,2Story,6
181,648,2,1,5,2,1309,Y,32,10140,1Fam,1Story,6
144.5,0,2,1,4,1,848,Y,4,4438,TwnhsE,1Story,5
55.993,0,2,0,4,1,1044,N,58,8712,1Fam,1Story,5
116,0,1,0,7,2,1250,Y,88,8248,1Fam,1.5Fin,7
224.9,0,2,0,6,2,1661,Y,12,12137,1Fam,1Story,5
137,0,1,1,4,1,1008,Y,52,11425,1Fam,1Story,6
271,0,3,2,7,2,1689,Y,6,13265,1Fam,1Story,5
155,0,2,0,6,1,1052,Y,39,8816,1Fam,SLvl,7
224,0,2,1,6,2,1358,Y,1,6371,TwnhsE,1Story,5
232.6,0,2,1,7,2,1489,Y,0,11216,1Fam,1Story,5
109.5,0,0,0,5,1,784,Y,84,6130,1Fam,1.5Unf,6
185,0,2,0,7,3,2126,Y,42,28698,1Fam,2Story,5
147.4,0,2,0,4,3,1223,Y,1,2544,Twnhs,2Story,5
166,0,2,2,6,2,1392,Y,51,11900,1Fam,1Story,5
151,0,2,0,4,3,1200,Y,1,3180,TwnhsE,2Story,5
237,0,2,1,7,3,1829,Y,7,9548,1Fam,2Story,6
139.95,0,2,0,6,1,1144,Y,47,7875,1Fam,1Story,6
128,0,2,0,4,2,1067,Y,60,9600,1Fam,1Story,7
153.5,0,2,0,5,1,1559,Y,59,8100,1Fam,1Story,6
100,0,1,0,5,2,987,Y,35,1680,Twnhs,2Story,5
144,0,1,0,6,2,1099,Y,13,9525,1Fam,1Story,6
130.5,0,1,0,6,1,1200,Y,62,11767,1Fam,1.5Fin,6
140,0,1,0,7,2,1482,N,83,12155,1Fam,2Story,8
171,0,2,2,6,2,1701,Y,32,16647,1Fam,SFoyer,5
187,0,2,1,7,3,1855,Y,31,9600,1Fam,SLvl,7
131.5,0,2,0,3,1,848,Y,4,4435,TwnhsE,1Story,5
215,0,2,1,7,2,1456,Y,3,3196,TwnhsE,1Story,5
158,0,2,1,7,2,1445,Y,45,12095,1Fam,SLvl,6
170,0,2,1,6,2,1779,Y,51,17920,1Fam,1Story,4
127,0,1,0,6,2,1040,Y,48,6897,1Fam,1Story,8
147,0,2,0,5,1,1026,Y,30,10970,1Fam,SLvl,6
174,0,2,1,6,3,1481,Y,15,8125,1Fam,2Story,5
152,0,2,1,6,2,1370,Y,33,10400,1Fam,1Story,5
250,0,2,1,9,3,2654,Y,38,11029,1Fam,2Story,7
189.95,0,1,1,7,2,1426,Y,89,7642,1Fam,1.5Fin,8
152,0,2,0,6,2,1097,Y,26,9672,1Fam,1Story,5
132.5,0,1,0,6,1,1148,Y,50,7931,1Fam,1Story,5
250.58,0,2,0,6,2,1372,Y,1,8640,1Fam,1Story,5
148.5,0,2,0,5,1,1002,Y,39,8750,1Fam,1Story,6
129,0,2,0,5,2,1120,Y,46,6970,1Fam,1Story,5
169,0,2,1,7,2,2320,Y,58,14762,1Fam,2Story,6
236,0,2,1,8,3,1949,Y,17,9938,1Fam,2Story,5
200.5,0,2,0,7,3,1682,Y,12,8750,1Fam,2Story,5
116,0,2,0,5,1,910,Y,55,8892,1Fam,1Story,7
133,0,1,1,6,1,1268,Y,60,12144,1Fam,1Story,7
66.5,0,1,0,5,2,1131,Y,68,5720,1Fam,1.5Fin,6
303.477,0,2,1,11,3,2610,Y,0,9000,1Fam,2Story,5
132.25,0,2,0,5,1,1040,Y,44,25286,1Fam,1Story,5
350,0,3,1,10,3,2224,Y,5,8834,1Fam,2Story,5
148,0,2,0,6,1,1155,Y,49,11782,1Fam,SFoyer,7
157,0,2,0,5,2,1090,Y,2,7024,1Fam,1Story,5
187.5,0,2,1,7,3,1717,Y,17,13758,1Fam,1.5Fin,5
178,0,2,1,7,3,1593,Y,17,9636,1Fam,2Story,5
118.5,0,1,0,10,1,2230,N,94,6204,1Fam,2.5Fin,5
328.9,0,2,1,5,2,1709,Y,9,5119,TwnhsE,1Story,5
145,0,2,0,8,2,1712,Y,47,8393,Duplex,1Story,5
135.5,0,1,0,8,2,1393,Y,53,16466,1Fam,1.5Fin,7
149.5,0,2,1,6,1,1505,Y,56,12160,1Fam,1Story,4
122.9,0,2,1,6,1,924,Y,58,8064,1Fam,1.5Fin,7
172.5,0,2,1,7,3,1683,Y,31,11184,1Fam,2Story,5
154.5,0,1,0,6,1,1068,Y,43,8414,1Fam,1Story,8
165,0,1,1,6,1,1383,Y,54,13284,1Fam,1Story,5
118.858,0,2,0,8,2,1535,Y,30,7018,Duplex,1Story,5
106.5,0,1,0,6,1,951,N,70,8765,1Fam,1Story,6
611.657,0,3,2,11,3,2364,Y,1,12919,1Fam,1Story,5
110,0,1,0,4,1,858,Y,36,7340,1Fam,1Story,6
153,0,1,0,5,1,1306,Y,52,8712,1Fam,1Story,7
180,0,2,1,8,3,1509,Y,3,7875,1Fam,2Story,5
240,0,3,1,7,2,1670,Y,0,14859,1Fam,1Story,5
125.5,0,1,0,6,1,902,Y,40,6173,1Fam,1Story,6
128,0,1,0,6,1,1063,Y,56,9920,1Fam,1Story,5
255,0,3,1,8,2,1636,Y,1,13501,1Fam,1Story,5
250,0,1,1,6,2,2057,Y,70,11500,1Fam,1.5Fin,7
131,0,2,0,5,1,902,Y,23,8885,1Fam,1Story,5
174,0,2,1,8,3,1484,Y,4,12589,1Fam,2Story,5
154.3,0,2,0,12,2,2274,Y,50,11600,Duplex,2Story,5
143.5,0,1,0,5,2,1268,Y,32,9286,1Fam,1Story,7
88,0,1,0,6,1,1015,N,81,6120,1Fam,1Story,7
145,0,3,0,8,2,2002,N,58,6270,Duplex,2Story,6
173.733,0,2,0,4,3,1224,Y,0,3000,TwnhsE,2Story,5
75,0,1,0,6,2,1092,Y,37,2001,Twnhs,2Story,5
135,0,1,0,6,1,1229,Y,53,17140,1Fam,1Story,6
238,0,3,1,8,3,2127,Y,16,13125,1Fam,2Story,5
176.5,0,2,1,6,1,1414,Y,50,11029,1Fam,1Story,8
201,0,2,0,7,3,1721,Y,13,8462,1Fam,2Story,5
145.9,0,0,0,9,4,2200,Y,108,8777,Duplex,1.5Fin,7
193,0,2,1,5,2,1617,Y,15,8012,TwnhsE,1Story,5
207.5,0,2,1,7,2,1686,Y,26,10240,1Fam,1Story,6
285,0,3,1,10,3,2374,Y,4,11999,1Fam,2Story,5
176,0,2,1,9,3,1978,Y,40,9900,1Fam,2Story,5
236.5,0,2,1,7,2,1788,Y,8,11838,1Fam,1Story,5
222,0,2,1,8,3,2236,Y,9,13006,1Fam,2Story,5
201,0,3,0,7,2,1466,Y,2,8925,1Fam,1Story,5
117.5,0,1,0,5,1,925,Y,44,9100,1Fam,1Story,6
320,0,3,1,8,2,1905,Y,1,11670,1Fam,1Story,5
190,0,2,0,6,2,1500,Y,5,8487,1Fam,1Story,5
242,0,2,1,9,2,2069,Y,48,27650,1Fam,1Story,7
79.9,0,2,0,5,1,747,Y,80,5825,1Fam,1Story,5
184.9,0,2,0,5,2,1200,Y,6,10083,1Fam,1Story,5
253,0,2,1,8,3,1971,Y,4,9675,1Fam,2Story,5
239.799,0,3,0,7,3,1962,Y,0,8760,1Fam,2Story,5
244.4,0,1,2,10,2,2403,Y,70,24090,1Fam,2Story,7
143,0,2,0,8,2,1632,Y,40,25000,Duplex,1Story,4
137.5,0,2,1,7,1,1344,Y,51,14375,1Fam,SLvl,6
143,0,1,1,6,1,1144,Y,47,8163,1Fam,SLvl,6
270,0,3,1,9,2,1629,Y,5,14536,1Fam,1Story,5
192.5,0,2,1,7,3,1776,Y,4,14006,1Fam,2Story,5
129,0,2,0,5,1,864,Y,57,7200,1Fam,1Story,8
119.9,0,1,0,6,1,965,Y,41,7800,1Fam,1Story,5
133.9,0,1,0,5,1,768,Y,37,7200,1Fam,SFoyer,8
127.5,0,0,0,4,2,980,Y,31,9400,Duplex,SFoyer,5
145,0,2,0,8,2,1958,N,61,7136,Duplex,2Story,6
124,0,2,1,5,2,1229,Y,29,1300,TwnhsE,2Story,6
132,0,2,0,6,1,1057,Y,45,7420,1Fam,1Story,5
185,0,2,0,6,2,1337,Y,4,8450,1Fam,1Story,5
155,0,2,0,6,3,1416,Y,11,2572,Twnhs,2Story,5
116.5,0,0,0,4,1,858,Y,52,7207,1Fam,1Story,7
155,0,2,1,7,3,1548,Y,31,2308,TwnhsE,2Story,6
239,0,2,0,7,2,1800,Y,2,11923,1Fam,1Story,5
214.9,0,2,1,8,3,1894,Y,8,11316,1Fam,2Story,5
178.9,0,2,1,8,3,1484,Y,2,10237,1Fam,2Story,5
135,0,1,0,6,1,1098,Y,53,7390,1Fam,1Story,7
140,0,1,0,6,1,1095,Y,48,10382,2fmCon,SLvl,5
135,0,0,0,6,2,1192,N,57,10800,1Fam,1.5Fin,4
173,0,2,0,6,2,1626,Y,6,2268,Twnhs,2Story,5
99.5,0,1,1,5,2,918,Y,31,7892,TwnhsE,1Story,5
182,0,2,0,6,2,1428,Y,1,11639,1Fam,1Story,5
165,0,2,0,6,3,1382,Y,6,2651,Twnhs,2Story,5
85.5,0,0,0,4,1,869,Y,83,5900,1Fam,1Story,7
